_id,stockTicker,stockName,currentPrice,marketCap,sector
1085,FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,46.47,339231092.94,n/a
1086,FTSM,First Trust Enhanced Short Maturity ETF,60.03,1419692931.72,n/a
1087,FEP,First Trust Europe AlphaDEX Fund,41.81,809023583.62,n/a
1088,FEUZ,First Trust Eurozone AlphaDEX ETF,47.3492,52084214.6984,n/a
1089,FGM,First Trust Germany AlphaDEX Fund,53.78,282345107.56,n/a
1090,FTGC,First Trust Global Tactical Commodity Strategy Fund,21.17,200127080.78,n/a
1091,FTLB,First Trust Hedged BuyWrite Income ETF,23.21,9284046.42,n/a
1092,HYLS,First Trust High Yield Long/Short ETF,48.45,1228207596.9,n/a
1093,FHK,First Trust Hong Kong AlphaDEX Fund,44.879,4487989.758,n/a
1094,FTAG,First Trust Indxx Global Agriculture ETF,29.3501,7041910.7928,n/a
1095,FTRI,First Trust Indxx Global Natural Resources Income ETF,13.06,9142026.12,n/a
1096,LEGR,First Trust Indxx Innovative Transaction & Process ETF,29.925,0,n/a
1097,FPXI,First Trust International IPO ETF,39.02,25363078.04,n/a
1098,YDIV,First Trust International Multi-Asset Diversified Income Index,19.44,15552038.88,n/a
1099,FJP,First Trust Japan AlphaDEX Fund,62.3399,124679924.6798,n/a
1100,FEX,First Trust Large Cap Core AlphaDEX Fund,61.48,1549296122.96,n/a
1101,FTC,First Trust Large Cap Growth AlphaDEX Fund,65.71,755665131.42,n/a
1102,RNLC,First Trust Large Cap US Equity Select ETF,22.6702,20403225.3404,n/a
1103,FTA,First Trust Large Cap Value AlphaDEX Fund,56.2266,1113286792.4532,n/a
1104,FLN,First Trust Latin America AlphaDEX Fund,23.02,19567046.04,n/a
1105,LMBS,First Trust Low Duration Opportunities ETF,51.45,985267602.9,n/a
1106,FMB,First Trust Managed Municipal ETF,52.78,311402105.56,n/a
1107,FMK,First Trust Mega Cap AlphaDEX Fund,35.9034,16156601.8068,n/a
1108,FNX,First Trust Mid Cap Core AlphaDEX Fund,67.94,811883135.88,n/a
1109,FNY,First Trust Mid Cap Growth AlphaDEX Fund,41.5591,135067158.1182,n/a
1110,RNMC,First Trust Mid Cap US Equity Select ETF,22.2275,6668294.455,n/a
1111,FNK,First Trust Mid Cap Value AlphaDEX Fund,36.49,52910572.98,n/a
1112,FAD,First Trust Multi Cap Growth AlphaDEX Fund,69.386,131833538.772,n/a
1113,FAB,First Trust Multi Cap Value AlphaDEX Fund,57.79,104022115.58,n/a
1114,MDIV,First Trust Multi-Asset Diversified Income Index Fund,19.0143,775783478.0286,n/a
1115,MCEF,First Trust Municipal CEF Income Opportunity ETF,18.07,14456036.14,n/a
1116,FMHI,First Trust Municipal High Income ETF,49.884,19953699.768,n/a
1117,QABA,First Trust NASDAQ ABA Community Bank Index Fund,54.76,325822109.52,n/a
1118,FTXO,First Trust Nasdaq Bank ETF,31.96,1366290063.92,n/a
1119,QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,20.61,95836541.22,n/a
1120,GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,52.8548,34355725.7096,n/a
1121,CIBR,First Trust NASDAQ Cybersecurity ETF,24.32,406144048.64,n/a
1122,FTXG,First Trust Nasdaq Food & Beverage ETF,21.28,1064042.56,n/a
1123,CARZ,First Trust NASDAQ Global Auto Index Fund,43.53,21765087.06,n/a
1124,FTXN,First Trust Nasdaq Oil & Gas ETF,21.34,5335042.68,n/a
1125,FTXH,First Trust Nasdaq Pharmaceuticals ETF,22.67,2267045.34,n/a
1126,FTXD,First Trust Nasdaq Retail ETF,23.21,1160546.42,n/a
1127,FTXL,First Trust Nasdaq Semiconductor ETF,32.23,27395564.46,n/a
1128,FONE,First Trust NASDAQ Smartphone Index Fund,53.7,16110107.4,n/a
1129,TDIV,First Trust NASDAQ Technology Dividend Index Fund,37.05,876417750,n/a
1130,FTXR,First Trust Nasdaq Transportation ETF,26.4109,2641142.8218,n/a
1131,QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,61.88,566202123.76,n/a
1132,QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,51.8125,108806353.625,n/a
1133,QTEC,First Trust NASDAQ-100- Technology Index Fund,77.02,2356812154.04,n/a
1134,AIRR,First Trust RBA American Industrial Renaissance ETF,27.62,219579055.24,n/a
1135,QINC,First Trust RBA Quality Income ETF,25.26,30312050.52,n/a
1136,RDVY,First Trust Rising Dividend Achievers ETF,31.27,389311562.54,n/a
1137,RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,63.73,50984127.46,n/a
1138,RFDI,First Trust RiverFront Dynamic Developed International ETF,68.11,568718636.22,n/a
1139,RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,76.739,95923903.478,n/a
1140,RFEU,First Trust RiverFront Dynamic Europe ETF,69.79,143069639.58,n/a
1141,FTSL,First Trust Senior Loan Fund ETF,48.36,1356498096.72,n/a
1142,FYX,First Trust Small Cap Core AlphaDEX Fund,62.27,544862624.54,n/a
1143,FYC,First Trust Small Cap Growth AlphaDEX Fund,43.67,155028587.34,n/a
1144,RNSC,First Trust Small Cap US Equity Select ETF,21.68,3252043.36,n/a
1145,FYT,First Trust Small Cap Value AlphaDEX Fund,37.2766,80144764.5532,n/a
1146,SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,21.593,2159343.186,n/a
1147,FKO,First Trust South Korea AlphaDEX Fund,30.99,3099061.98,n/a
1148,FCVT,First Trust SSI Strategic Convertible Securities ETF,29.469,72199108.938,n/a
1149,FDIV,First Trust Strategic Income ETF,51.2607,99958467.5214,n/a
1150,FSZ,First Trust Switzerland AlphaDEX Fund,56.3,258980112.6,n/a
1151,FTW,First Trust Taiwan AlphaDEX Fund,37.6174,1880945.2348,n/a
1152,FIXD,First Trust TCW Opportunistic Fixed Income ETF,50.0126,285071920.0252,n/a
1153,TUSA,First Trust Total US Market AlphaDEX ETF,34.2507,15412883.5014,n/a
1154,FKU,First Trust United Kingdom AlphaDEX Fund,42.28,19026084.56,n/a
1155,RNDV,First Trust US Equity Dividend Select ETF,22.4135,12327469.827,n/a
1156,FUNC,First United Corporation,17.4,122973195,Finance
1157,FUSB,"First US Bancshares, Inc.",12.665,76969688.41,Finance
1158,SVVC,"Firsthand Technology Value Fund, Inc.",10.24,74773975.04,n/a
1159,FSV,FirstService Corporation,64.99,2248048878.11,Finance
1160,FISV,"Fiserv, Inc.",140.1,29196755099.4,Technology
1161,FIVE,"Five Below, Inc.",64.97,3588627110.77,Consumer Services
1162,FPRX,"Five Prime Therapeutics, Inc.",19.73,570793654.93,Health Care
1163,FVE,Five Star Senior Living Inc.,1.45,72571502.4,Health Care
1164,FIVN,"Five9, Inc.",25.9,1441360123,Technology
1165,FLEX,Flex Ltd.,18.15,9577125576.15,Technology
1166,FLKS,"Flex Pharma, Inc.",3.91,69989000,Health Care
1167,FLXN,"Flexion Therapeutics, Inc.",22.31,837535894.99,Health Care
1168,SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,49.83,52321549.83,n/a
1169,LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,53.89,21556053.89,n/a
1170,MBSD,FlexShares Disciplined Duration MBS Index Fund,23.27,36068523.27,n/a
1171,ASET,FlexShares Real Assets Allocation Index Fund,29,10150029,n/a
1172,ESGG,FlexShares STOXX Global ESG Impact Index Fund,99.98,54989099.98,n/a
1173,ESG,FlexShares STOXX US ESG Impact Index Fund,66.97,16742566.97,n/a
1174,QLC,FlexShares US Quality Large Cap Index Fund,35.13,39521285.13,n/a
1175,FPAY,"FlexShopper, Inc.",3.7,19581439.7,Technology
1176,FLXS,"Flexsteel Industries, Inc.",43.93,344642667.17,Consumer Durables
1177,FLIR,"FLIR Systems, Inc.",51.42,7125487112.28,Capital Goods
1178,FLDM,Fluidigm Corporation,6.18,238842705.66,Capital Goods
1179,FFIC,Flushing Financial Corporation,28.66,825978076.06,Finance
1180,FNBG,FNB Bancorp,36.1,266422765.2,Finance
1181,FOMX,Foamix Pharmaceuticals Ltd.,6.7,250801790.1,Consumer Durables
1182,FOGO,"Fogo de Chao, Inc.",13.25,374352753.5,Consumer Services
1183,FONR,Fonar Corporation,24.6,157812960.6,Health Care
1184,FSCT,"ForeScout Technologies, Inc.",29.69,1125456454.8,Technology
1185,FRSX,Foresight Autonomous Holdings Ltd.,4.38,2933185.26,Technology
1186,FORM,"FormFactor, Inc.",14.4,1050974596.8,Technology
1187,FORTY,Formula Systems (1985) Ltd.,42.9999,7592148.3438,Technology
1188,FORR,"Forrester Research, Inc.",45.15,811571250,Consumer Services
1189,FRTA,"Forterra, Inc.",7.01,450590721.77,Capital Goods
1190,FTNT,"Fortinet, Inc.",45.87,7976802678.57,Technology
1191,FBIO,"Fortress Biotech, Inc.",3.78,191481581.34,Health Care
1192,FBIOP,"Fortress Biotech, Inc.",21.73,0,Health Care
1193,FMCI,Forum Merger Corporation,10.08,225363600,Technology
1194,FMCIR,Forum Merger Corporation,0.84,0,Technology
1195,FMCIU,Forum Merger Corporation,11.25,0,Technology
1196,FMCIW,Forum Merger Corporation,0.8608,0,Technology
1197,FWRD,Forward Air Corporation,61.11,1819381708.62,Transportation
1198,FORD,"Forward Industries, Inc.",2.41,22588122.65,Consumer Non-Durables
1199,FWP,Forward Pharma A/S,3.44,39505940.4,Health Care
1200,FOSL,"Fossil Group, Inc.",7.77,377061767.46,Consumer Non-Durables
1201,FMI,"Foundation Medicine, Inc.",70.65,2561244635.7,Health Care
1202,FOXF,Fox Factory Holding Corp.,37.8,1419089527.8,Consumer Non-Durables
1203,FRAN,Francesca&#39;s Holdings Corporation,5.67,205138161.9,Consumer Services
1204,FELE,"Franklin Electric Co., Inc.",45.5,2120147666,Consumer Durables
1205,FRED,"Fred&#39;s, Inc.",3.29,125771699.2,Consumer Services
1206,RAIL,"Freightcar America, Inc.",15.55,192753119.45,Capital Goods
1207,FEIM,"Frequency Electronics, Inc.",9.5,82931979,Capital Goods
1208,FRPT,"Freshpet, Inc.",18.15,632730743.7,Consumer Non-Durables
1209,FTEO,"FRONTEO, Inc.",14.65,937453.5,n/a
1210,FTR,Frontier Communications Corporation,8.08,633940640,Public Utilities
1211,FTRPR,Frontier Communications Corporation,12.48,0,Public Utilities
1212,FRPH,"FRP Holdings, Inc.",50,500358350,Finance
1213,FSBW,"FS Bancorp, Inc.",58.13,213622053.26,Finance
1214,FSBC,"FSB Bancorp, Inc.",17.3,33483336.9,Finance
1215,FTD,"FTD Companies, Inc.",5.97,164454718.38,Consumer Services
1216,FTEK,"Fuel Tech, Inc.",1.139,27487384.49,Capital Goods
1217,FCEL,"FuelCell Energy, Inc.",1.71,129410951.49,Miscellaneous
1218,FLGT,"Fulgent Genetics, Inc.",4.6,81985744.8,Health Care
1219,FORK,Fuling Global Inc.,4.15,65389475,Consumer Non-Durables
1220,FLL,"Full House Resorts, Inc.",3.43,78515522.89,Consumer Services
1221,FULT,Fulton Financial Corporation,18.35,3214369500,Finance
1222,FNKO,"Funko, Inc.",7.47,360902868.39,Consumer Non-Durables
1223,FSNN,"Fusion Telecommunications International, Inc.",3.2,71926627.2,Technology
1224,FTFT,Future FinTech Group Inc.,3.11,19727740.75,Consumer Non-Durables
1225,FFHL,"Fuwei Films (Holdings) Co., Ltd.",3.62,11822329.94,Capital Goods
1226,WILC,"G. Willi-Food International,  Ltd.",6.74,89243753.62,Consumer Non-Durables
1227,GTHX,"G1 Therapeutics, Inc.",23.31,660728570.04,Health Care
1228,FOANC,Gabelli NextShares Trust,100.04,0,n/a
1229,MOGLC,Gabelli NextShares Trust,100.04,0,n/a
1230,GAIA,"Gaia, Inc.",12.05,182775267.6,Consumer Services
1231,GLPG,Galapagos NV,118.5,1292290018.5,Health Care
1232,GALT,Galectin Therapeutics Inc.,4.38,156097497.24,Health Care
1233,GLMD,Galmed Pharmaceuticals Ltd.,10.56,144891394.56,Health Care
1234,GLPI,"Gaming and Leisure Properties, Inc.",36.5,7760020705.5,Consumer Services
1235,GPIC,Gaming Partners International Corporation,9.76,77417237.44,Consumer Non-Durables
1236,GRMN,Garmin Ltd.,62.68,11765250240.24,Capital Goods
1237,GARS,Garrison Capital Inc.,8.1,129999751.2,n/a
1238,GDS,GDS Holdings Limited,30.73,914558603,Technology
1239,GEMP,Gemphire Therapeutics Inc.,9.69,103034176.98,Health Care
1240,GENC,Gencor Industries Inc.,16.9,243675793.4,Capital Goods
1241,GNCMA,"General Communication, Inc.",42.03,1517198940,Public Utilities
1242,GFN,General Finance Corporation,6.95,185072856.6,Technology
1243,GFNCP,General Finance Corporation,99.9003,0,Technology
1244,GFNSL,General Finance Corporation,25.366,0,Technology
1245,GENE,Genetic Technologies Ltd,1.85,24423359.6,Health Care
1246,GNUS,"Genius Brands International, Inc.",2.77,21081899.38,Consumer Services
1247,GNMK,"GenMark Diagnostics, Inc.",5.19,284386366.59,Health Care
1248,GNCA,"Genocea Biosciences, Inc.",0.9294,76303645.2012,Health Care
1249,GHDX,"Genomic Health, Inc.",33.24,1156261410.84,Health Care
1250,GNTX,Gentex Corporation,23.65,6714302260.6,Capital Goods
1251,THRM,Gentherm Inc,32,1173776896,Capital Goods
1252,GEOS,Geospace Technologies Corporation,14.05,190529113.55,Capital Goods
1253,GABC,"German American Bancorp, Inc.",34.86,799340392.62,Finance
1254,GERN,Geron Corporation,2.4,382156353.6,Health Care
1255,GEVO,"Gevo, Inc.",0.5477,11945639.3304,Basic Industries
1256,ROCK,"Gibraltar Industries, Inc.",36.3,1150279990.2,Capital Goods
1257,GIGM,GigaMedia Limited,3.31,36582897.85,Technology
1258,GIII,"G-III Apparel Group, LTD.",36.68,1800289356.04,Consumer Non-Durables
1259,GILT,Gilat Satellite Networks Ltd.,8.16,446537778.72,Technology
1260,GILD,"Gilead Sciences, Inc.",83.49,109060398476.04,Health Care
1261,GBCI,"Glacier Bancorp, Inc.",39.93,3114817753.08,Finance
1262,GLAD,Gladstone Capital Corporation,9.2,245016074.4,Consumer Non-Durables
1263,GLADN,Gladstone Capital Corporation,25.37,0,Consumer Non-Durables
1264,GOOD,Gladstone Commercial Corporation,18.57,531730705.92,Consumer Services
1265,GOODM,Gladstone Commercial Corporation,25.7102,0,Consumer Services
1266,GOODO,Gladstone Commercial Corporation,25.75,29612500,Consumer Services
1267,GOODP,Gladstone Commercial Corporation,26.5,26500000,Consumer Services
1268,GAIN,Gladstone Investment Corporation,9.94,323310656.62,n/a
1269,GAINM,Gladstone Investment Corporation,25.3618,0,n/a
1270,GAINN,Gladstone Investment Corporation,25.43,0,n/a
1271,GAINO,Gladstone Investment Corporation,25.2,0,n/a
1272,LAND,Gladstone Land Corporation,12.33,168155775.54,Consumer Services
1273,LANDP,Gladstone Land Corporation,26,0,Consumer Services
1274,GLBZ,Glen Burnie Bancorp,12.0006,33615468.6894,Finance
1275,GBT,"Global Blood Therapeutics, Inc.",59.6,2761322712.8,Health Care
1276,ENT,Global Eagle Entertainment Inc.,2.57,233280128.46,Consumer Services
1277,GBLI,Global Indemnity Limited,43.27,761394713.55,Finance
1278,GBLIL,Global Indemnity Limited,25.6702,0,Finance
1279,GBLIZ,Global Indemnity Limited,25.6,0,Finance
1280,GPAC,Global Partner Acquisition Corp.,10.01,160057597.7,Consumer Durables
1281,GPACU,Global Partner Acquisition Corp.,10.5,0,Consumer Durables
1282,GPACW,Global Partner Acquisition Corp.,0.5,0,Consumer Durables
1283,SELF,"Global Self Storage, Inc.",4.58,34897168.02,Consumer Services
1284,GWRS,"Global Water Resources, Inc.",8.9,174718267.4,Public Utilities
1285,KRMA,Global X Conscious Companies ETF,20.3017,0,n/a
1286,FINX,Global X FinTech ETF,23.685,0,n/a
1287,BFIT,Global X Health & Wellness Thematic ETF,17.5,0,n/a
1288,SNSR,Global X Internet of Things ETF,20.7421,0,n/a
1289,LNGR,Global X Longevity Thematic ETF,20.72,0,n/a
1290,MILN,Global X Millennials Thematic ETF,20.3601,15273108.6549,n/a
1291,EFAS,Global X MSCI SuperDividend EAFE ETF,18.8101,0,n/a
1292,QQQC,Global X NASDAQ China Technology ETF,32.1842,25747360,n/a
1293,BOTZ,Global X Robotics & Artificial Intelligence ETF,26.67,0,n/a
1294,CATH,Global X S&P 500 Catholic Values ETF,34.68,0,n/a
1295,SOCL,Global X Social Media ETF,36.34,150811000,n/a
1296,ALTY,Global X SuperDividend Alternatives ETF,15.285,0,n/a
1297,SRET,Global X SuperDividend REIT ETF,14.98,2996000,n/a
1298,YLCO,Global X Yieldco Index ETF,12.39,3097500,n/a
1299,GLBS,Globus Maritime Limited,1.2,37956502.8,Transportation
1300,GLUU,Glu Mobile Inc.,3.8,520729876.4,Technology
1301,GLYC,"GlycoMimetics, Inc.",21.97,754401444.03,Health Care
1302,GOGO,Gogo Inc.,9.22,800044561.38,Consumer Services
1303,GLNG,Golar LNG Limited,27.905,2818405000,Consumer Services
1304,GMLP,Golar LNG Partners LP,22.16,1534542128.56,Consumer Services
1305,GMLPP,Golar LNG Partners LP,26.12,0,Consumer Services
1306,GDEN,"Golden Entertainment, Inc.",31.73,838072622.98,Consumer Services
1307,GOGL,Golden Ocean Group Limited,8.81,1270381710.57,Consumer Services
1308,GBDC,"Golub Capital BDC, Inc.",18.29,1089668688.97,n/a
1309,GTIM,Good Times Restaurants Inc.,2.4,29921376,Consumer Services
1310,GPRO,"GoPro, Inc.",5.5,802774725.5,Miscellaneous
1311,GPAQU,Gordon Pointe Acquisition Corp.,10.01,0,Finance
1312,GSHT,"Gores Holdings II, Inc.",9.92,496000000,Finance
1313,GSHTU,"Gores Holdings II, Inc.",10.48,0,Finance
1314,GSHTW,"Gores Holdings II, Inc.",1.6,0,Finance
1315,GOV,Government Properties Income Trust,16.92,1677548983.32,Finance
1316,GOVNI,Government Properties Income Trust,25.2782,0,Finance
1317,LOPE,"Grand Canyon Education, Inc.",92.25,4439149058.25,Consumer Services
1318,GRVY,"GRAVITY Co., Ltd.",69.3,113849643.6,Miscellaneous
1319,GECC,Great Elm Capital Corp.,10.0111,106802018.796,n/a
1320,GECCL,Great Elm Capital Corp.,25.25,0,n/a
1321,GECCM,Great Elm Capital Corp.,24.49,0,n/a
1322,GEC,"Great Elm Capital Group, Inc. ",3.95,100449961.5,Technology
1323,GLDD,Great Lakes Dredge & Dock Corporation,4.6,283708611,Basic Industries
1324,GSBC,"Great Southern Bancorp, Inc.",51.55,726212326.15,Finance
1325,GNBC,"Green Bancorp, Inc.",22.7,842238100,Finance
1326,GRBK,"Green Brick Partners, Inc.",11.2,566546411.2,Capital Goods
1327,GPP,Green Plains Partners LP,17.35,551935580.15,Basic Industries
1328,GPRE,"Green Plains, Inc.",17.1,703873688.4,Basic Industries
1329,GCBC,"Greene County Bancorp, Inc.",36.7,312302833.8,Finance
1330,GLRE,"Greenlight Reinsurance, Ltd.",19.45,726433245.85,Finance
1331,GSUM,Gridsum Holding Inc.,13.39,212514310.19,Technology
1332,GRIF,"Griffin Industrial Realty, Inc.",37.1,185519848.5,Finance
1333,GRFS,"Grifols, S.A.",24.57,3544843064.49,Health Care
1334,GRPN,"Groupon, Inc.",5.31,2965120206.12,Technology
1335,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,41.58,288659545.02,Transportation
1336,GGAL,Grupo Financiero Galicia S.A.,68.44,3998322084.28,Finance
1337,GSIT,"GSI Technology, Inc.",7.98,168244734,Technology
1338,GSVC,GSV Capital Corp,6.83,145628454.06,n/a
1339,GTXI,"GTx, Inc.",14.53,313003937.77,Health Care
1340,GTYH,"GTY Technology Holdings, Inc.",9.97,687930000,Finance
1341,GTYHU,"GTY Technology Holdings, Inc.",10.36,0,Finance
1342,GTYHW,"GTY Technology Holdings, Inc.",1.381,0,Finance
1343,GBNK,Guaranty Bancorp,28.65,837760953,Finance
1344,GNTY,"Guaranty Bancshares, Inc.",32.7,361627861.2,Finance
1345,GFED,"Guaranty Federal Bancshares, Inc.",22.4115,99098610.4125,Finance
1346,GIFI,"Gulf Island Fabrication, Inc.",13.05,194414476.05,Capital Goods
1347,GURE,"Gulf Resources, Inc.",1.5,70205686.5,Basic Industries
1348,GPOR,Gulfport Energy Corporation,9.78,1790539769.28,Energy
1349,GWPH,GW Pharmaceuticals Plc,135.7,3206626824.8,Health Care
1350,GWGH,"GWG Holdings, Inc",8.89,51682503.95,Finance
1351,GYRO,"Gyrodyne , LLC",20.11,29816694.8,Consumer Services
1352,HEES,"H&E Equipment Services, Inc.",39.45,1406310759.6,n/a
1353,HLG,Hailiang Education Group Inc.,46.55,134436400,Consumer Services
1354,HNRG,Hallador Energy Company,7.16,213438869.68,Energy
1355,HALL,"Hallmark Financial Services, Inc.",10.05,182487186.45,Finance
1356,HALO,"Halozyme Therapeutics, Inc.",18.84,2682005880,Health Care
1357,HBK,"Hamilton Bancorp, Inc.",15.605,53229825.375,Finance
1358,HLNE,Hamilton Lane Incorporated,37.69,1779726360.49,Finance
1359,HBHC,Hancock Holding Company,54.8,4667907840,Finance
1360,HBHCL,Hancock Holding Company,26.06,0,Finance
1361,HJLI,"Hancock Jaffe Laboratories, Inc.",n/a,0,Health Care
1362,HAFC,Hanmi Financial Corporation,31.85,1032232191.9,Finance
1363,HQCL,"Hanwha Q CELLS Co., Ltd. ",7.41,40766300.25,Technology
1364,HONE,"HarborOne Bancorp, Inc.",18.93,618297244.35,Finance
1365,HDNG,Hardinge Inc.,18.72,242381917.44,Capital Goods
1366,HLIT,Harmonic Inc.,3.7,301988705.3,Technology
1367,HFGIC,Hartford Funds NextShares Trust,99.99,24997500,n/a
1368,HBIO,"Harvard Bioscience, Inc.",4.65,162194380.8,Capital Goods
1369,HCAP,Harvest Capital Credit Corporation,11.4252,74125258.0248,n/a
1370,HCAPZ,Harvest Capital Credit Corporation,25.4,0,n/a
1371,HAS,"Hasbro, Inc.",95.74,11924951803.64,Consumer Non-Durables
1372,HA,"Hawaiian Holdings, Inc.",38.95,2043774117.2,Transportation
1373,HCOM,"Hawaiian Telcom Holdco, Inc.",28.98,335819167.74,Consumer Services
